HEADER_TIME_STAMP,START_TIME,STOP_TIME,PID,ANNOTATION_LABELS,FINEST_ACTIVITIES,MUSS_22_ACTIVITIES,MUSS_3_POSTURES,MUSS_6_ACTIVITY_GROUPS,MDCAS,RIAR_17_ACTIVITIES,SEDENTARY_AMBULATION_CYCLING,MUSS_22_ACTIVITY_ABBRS
2016-04-22 15:55:53.600,2016-04-22 15:55:53.600,2016-04-22 15:56:06.400,SPADES_43,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 15:56:06.400,2016-04-22 15:56:06.400,2016-04-22 15:56:19.200,SPADES_43,outdoors phone walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 15:56:19.200,2016-04-22 15:56:19.200,2016-04-22 15:56:32.000,SPADES_43,outdoors phone walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 15:56:32.000,2016-04-22 15:56:32.000,2016-04-22 15:56:44.800,SPADES_43,outdoors phone walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 15:56:44.800,2016-04-22 15:56:44.800,2016-04-22 15:56:57.600,SPADES_43,outdoors phone walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 15:56:57.600,2016-04-22 15:56:57.600,2016-04-22 15:57:10.400,SPADES_43,outdoors phone walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 15:57:10.400,2016-04-22 15:57:10.400,2016-04-22 15:57:23.200,SPADES_43,outdoors phone walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 15:57:23.200,2016-04-22 15:57:23.200,2016-04-22 15:57:36.000,SPADES_43,outdoors phone walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 15:57:36.000,2016-04-22 15:57:36.000,2016-04-22 15:57:48.800,SPADES_43,outdoors phone texting walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 15:57:48.800,2016-04-22 15:57:48.800,2016-04-22 15:58:01.600,SPADES_43,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 15:58:01.600,2016-04-22 15:58:01.600,2016-04-22 15:58:14.400,SPADES_43,outdoors standing stop light walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 15:58:14.400,2016-04-22 15:58:14.400,2016-04-22 15:58:27.200,SPADES_43,standing stop light,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 15:58:27.200,2016-04-22 15:58:27.200,2016-04-22 15:58:40.000,SPADES_43,outdoors standing stop light walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 15:58:40.000,2016-04-22 15:58:40.000,2016-04-22 15:58:52.800,SPADES_43,frisbee outdoors walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 15:58:52.800,2016-04-22 15:58:52.800,2016-04-22 15:59:05.600,SPADES_43,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 15:59:05.600,2016-04-22 15:59:05.600,2016-04-22 15:59:18.400,SPADES_43,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 15:59:18.400,2016-04-22 15:59:18.400,2016-04-22 15:59:31.200,SPADES_43,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 15:59:31.200,2016-04-22 15:59:31.200,2016-04-22 15:59:44.000,SPADES_43,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 15:59:44.000,2016-04-22 15:59:44.000,2016-04-22 15:59:56.800,SPADES_43,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 15:59:56.800,2016-04-22 15:59:56.800,2016-04-22 16:00:09.600,SPADES_43,frisbee,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 16:00:09.600,2016-04-22 16:00:09.600,2016-04-22 16:00:22.400,SPADES_43,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:00:22.400,2016-04-22 16:00:22.400,2016-04-22 16:00:35.200,SPADES_43,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:00:35.200,2016-04-22 16:00:35.200,2016-04-22 16:00:48.000,SPADES_43,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:00:48.000,2016-04-22 16:00:48.000,2016-04-22 16:01:00.800,SPADES_43,frisbee,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:01:00.800,2016-04-22 16:01:00.800,2016-04-22 16:01:13.600,SPADES_43,frisbee,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 16:01:13.600,2016-04-22 16:01:13.600,2016-04-22 16:01:26.400,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:01:26.400,2016-04-22 16:01:26.400,2016-04-22 16:01:39.200,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:01:39.200,2016-04-22 16:01:39.200,2016-04-22 16:01:52.000,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:01:52.000,2016-04-22 16:01:52.000,2016-04-22 16:02:04.800,SPADES_43,outdoors walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 16:02:04.800,2016-04-22 16:02:04.800,2016-04-22 16:02:17.600,SPADES_43,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:02:17.600,2016-04-22 16:02:17.600,2016-04-22 16:02:30.400,SPADES_43,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:02:30.400,2016-04-22 16:02:30.400,2016-04-22 16:02:43.200,SPADES_43,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:02:43.200,2016-04-22 16:02:43.200,2016-04-22 16:02:56.000,SPADES_43,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:02:56.000,2016-04-22 16:02:56.000,2016-04-22 16:03:08.800,SPADES_43,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:03:08.800,2016-04-22 16:03:08.800,2016-04-22 16:03:21.600,SPADES_43,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:03:21.600,2016-04-22 16:03:21.600,2016-04-22 16:03:34.400,SPADES_43,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:03:34.400,2016-04-22 16:03:34.400,2016-04-22 16:03:47.200,SPADES_43,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:03:47.200,2016-04-22 16:03:47.200,2016-04-22 16:04:00.000,SPADES_43,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:04:00.000,2016-04-22 16:04:00.000,2016-04-22 16:04:12.800,SPADES_43,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:04:12.800,2016-04-22 16:04:12.800,2016-04-22 16:04:25.600,SPADES_43,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:04:25.600,2016-04-22 16:04:25.600,2016-04-22 16:04:38.400,SPADES_43,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:04:38.400,2016-04-22 16:04:38.400,2016-04-22 16:04:51.200,SPADES_43,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:04:51.200,2016-04-22 16:04:51.200,2016-04-22 16:05:04.000,SPADES_43,outdoors walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 16:05:04.000,2016-04-22 16:05:04.000,2016-04-22 16:05:16.800,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:05:16.800,2016-04-22 16:05:16.800,2016-04-22 16:05:29.600,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:05:29.600,2016-04-22 16:05:29.600,2016-04-22 16:05:42.400,SPADES_43,standing vending machine,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 16:05:42.400,2016-04-22 16:05:42.400,2016-04-22 16:05:55.200,SPADES_43,standing vending machine,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:05:55.200,2016-04-22 16:05:55.200,2016-04-22 16:06:08.000,SPADES_43,standing vending machine,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 16:06:08.000,2016-04-22 16:06:08.000,2016-04-22 16:06:20.800,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:06:20.800,2016-04-22 16:06:20.800,2016-04-22 16:06:33.600,SPADES_43,outdoors walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 16:06:33.600,2016-04-22 16:06:33.600,2016-04-22 16:06:46.400,SPADES_43,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:06:46.400,2016-04-22 16:06:46.400,2016-04-22 16:06:59.200,SPADES_43,outdoors walking,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:06:59.200,2016-04-22 16:06:59.200,2016-04-22 16:07:12.000,SPADES_43,outdoors walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 16:07:12.000,2016-04-22 16:07:12.000,2016-04-22 16:07:24.800,SPADES_43,stairs up walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 16:07:24.800,2016-04-22 16:07:24.800,2016-04-22 16:07:37.600,SPADES_43,stairs up walking,Walking upstairs,Unknown,Unknown,Unknown,Ambulation,Walking upstairs,Ambulation,Unknown
2016-04-22 16:07:37.600,2016-04-22 16:07:37.600,2016-04-22 16:07:50.400,SPADES_43,stairs up walking,Walking upstairs,Unknown,Unknown,Unknown,Ambulation,Walking upstairs,Ambulation,Unknown
2016-04-22 16:07:50.400,2016-04-22 16:07:50.400,2016-04-22 16:08:03.200,SPADES_43,stairs up walking,Walking upstairs,Unknown,Unknown,Unknown,Ambulation,Walking upstairs,Ambulation,Unknown
2016-04-22 16:08:03.200,2016-04-22 16:08:03.200,2016-04-22 16:08:16.000,SPADES_43,stairs up walking,Walking upstairs,Unknown,Unknown,Unknown,Ambulation,Walking upstairs,Ambulation,Unknown
2016-04-22 16:08:16.000,2016-04-22 16:08:16.000,2016-04-22 16:08:28.800,SPADES_43,stairs up walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 16:08:28.800,2016-04-22 16:08:28.800,2016-04-22 16:08:41.600,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:08:41.600,2016-04-22 16:08:41.600,2016-04-22 16:08:54.400,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:08:54.400,2016-04-22 16:08:54.400,2016-04-22 16:09:07.200,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:09:07.200,2016-04-22 16:09:07.200,2016-04-22 16:09:20.000,SPADES_43,bag stairs up walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 16:09:20.000,2016-04-22 16:09:20.000,2016-04-22 16:09:32.800,SPADES_43,bag down stairs up walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 16:09:32.800,2016-04-22 16:09:32.800,2016-04-22 16:09:45.600,SPADES_43,bag down stairs walking,Walking downstairs,Unknown,Unknown,Unknown,Ambulation,Walking downstairs,Ambulation,Unknown
2016-04-22 16:09:45.600,2016-04-22 16:09:45.600,2016-04-22 16:09:58.400,SPADES_43,bag down stairs walking,Walking downstairs,Unknown,Unknown,Unknown,Ambulation,Walking downstairs,Ambulation,Unknown
2016-04-22 16:09:58.400,2016-04-22 16:09:58.400,2016-04-22 16:10:11.200,SPADES_43,bag down stairs walking,Walking downstairs,Unknown,Unknown,Unknown,Ambulation,Walking downstairs,Ambulation,Unknown
2016-04-22 16:10:11.200,2016-04-22 16:10:11.200,2016-04-22 16:10:24.000,SPADES_43,bag down stairs walking,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 16:10:24.000,2016-04-22 16:10:24.000,2016-04-22 16:10:36.800,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:10:36.800,2016-04-22 16:10:36.800,2016-04-22 16:10:49.600,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:10:49.600,2016-04-22 16:10:49.600,2016-04-22 16:11:02.400,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:11:02.400,2016-04-22 16:11:02.400,2016-04-22 16:11:15.200,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:11:15.200,2016-04-22 16:11:15.200,2016-04-22 16:11:28.000,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:11:28.000,2016-04-22 16:11:28.000,2016-04-22 16:11:40.800,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:11:40.800,2016-04-22 16:11:40.800,2016-04-22 16:11:53.600,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:11:53.600,2016-04-22 16:11:53.600,2016-04-22 16:12:06.400,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:12:06.400,2016-04-22 16:12:06.400,2016-04-22 16:12:19.200,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:12:19.200,2016-04-22 16:12:19.200,2016-04-22 16:12:32.000,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:12:32.000,2016-04-22 16:12:32.000,2016-04-22 16:12:44.800,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:12:44.800,2016-04-22 16:12:44.800,2016-04-22 16:12:57.600,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:12:57.600,2016-04-22 16:12:57.600,2016-04-22 16:13:10.400,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:13:10.400,2016-04-22 16:13:10.400,2016-04-22 16:13:23.200,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:13:23.200,2016-04-22 16:13:23.200,2016-04-22 16:13:36.000,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:13:36.000,2016-04-22 16:13:36.000,2016-04-22 16:13:48.800,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:13:48.800,2016-04-22 16:13:48.800,2016-04-22 16:14:01.600,SPADES_43,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:14:01.600,2016-04-22 16:14:01.600,2016-04-22 16:14:14.400,SPADES_43,biking outdoors,Transition,Transition,Transition,Transition,Transition,Transition,Transition,Transition
2016-04-22 16:14:14.400,2016-04-22 16:14:14.400,2016-04-22 16:14:27.200,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:14:27.200,2016-04-22 16:14:27.200,2016-04-22 16:14:40.000,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:14:40.000,2016-04-22 16:14:40.000,2016-04-22 16:14:52.800,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:14:52.800,2016-04-22 16:14:52.800,2016-04-22 16:15:05.600,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:15:05.600,2016-04-22 16:15:05.600,2016-04-22 16:15:18.400,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:15:18.400,2016-04-22 16:15:18.400,2016-04-22 16:15:31.200,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:15:31.200,2016-04-22 16:15:31.200,2016-04-22 16:15:44.000,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:15:44.000,2016-04-22 16:15:44.000,2016-04-22 16:15:56.800,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:15:56.800,2016-04-22 16:15:56.800,2016-04-22 16:16:09.600,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:16:09.600,2016-04-22 16:16:09.600,2016-04-22 16:16:22.400,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:16:22.400,2016-04-22 16:16:22.400,2016-04-22 16:16:35.200,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:16:35.200,2016-04-22 16:16:35.200,2016-04-22 16:16:48.000,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:16:48.000,2016-04-22 16:16:48.000,2016-04-22 16:17:00.800,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:17:00.800,2016-04-22 16:17:00.800,2016-04-22 16:17:13.600,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:17:13.600,2016-04-22 16:17:13.600,2016-04-22 16:17:26.400,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:17:26.400,2016-04-22 16:17:26.400,2016-04-22 16:17:39.200,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:17:39.200,2016-04-22 16:17:39.200,2016-04-22 16:17:52.000,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:17:52.000,2016-04-22 16:17:52.000,2016-04-22 16:18:04.800,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:18:04.800,2016-04-22 16:18:04.800,2016-04-22 16:18:17.600,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:18:17.600,2016-04-22 16:18:17.600,2016-04-22 16:18:30.400,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:18:30.400,2016-04-22 16:18:30.400,2016-04-22 16:18:43.200,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:18:43.200,2016-04-22 16:18:43.200,2016-04-22 16:18:56.000,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:18:56.000,2016-04-22 16:18:56.000,2016-04-22 16:19:08.800,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:19:08.800,2016-04-22 16:19:08.800,2016-04-22 16:19:21.600,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:19:21.600,2016-04-22 16:19:21.600,2016-04-22 16:19:34.400,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:19:34.400,2016-04-22 16:19:34.400,2016-04-22 16:19:47.200,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:19:47.200,2016-04-22 16:19:47.200,2016-04-22 16:20:00.000,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:20:00.000,2016-04-22 16:20:00.000,2016-04-22 16:20:12.800,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:20:12.800,2016-04-22 16:20:12.800,2016-04-22 16:20:25.600,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:20:25.600,2016-04-22 16:20:25.600,2016-04-22 16:20:38.400,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:20:38.400,2016-04-22 16:20:38.400,2016-04-22 16:20:51.200,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:20:51.200,2016-04-22 16:20:51.200,2016-04-22 16:21:04.000,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:21:04.000,2016-04-22 16:21:04.000,2016-04-22 16:21:16.800,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:21:16.800,2016-04-22 16:21:16.800,2016-04-22 16:21:29.600,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:21:29.600,2016-04-22 16:21:29.600,2016-04-22 16:21:42.400,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:21:42.400,2016-04-22 16:21:42.400,2016-04-22 16:21:55.200,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:21:55.200,2016-04-22 16:21:55.200,2016-04-22 16:22:08.000,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:22:08.000,2016-04-22 16:22:08.000,2016-04-22 16:22:20.800,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:22:20.800,2016-04-22 16:22:20.800,2016-04-22 16:22:33.600,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:22:33.600,2016-04-22 16:22:33.600,2016-04-22 16:22:46.400,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:22:46.400,2016-04-22 16:22:46.400,2016-04-22 16:22:59.200,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:22:59.200,2016-04-22 16:22:59.200,2016-04-22 16:23:12.000,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:23:12.000,2016-04-22 16:23:12.000,2016-04-22 16:23:24.800,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:23:24.800,2016-04-22 16:23:24.800,2016-04-22 16:23:37.600,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:23:37.600,2016-04-22 16:23:37.600,2016-04-22 16:23:50.400,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:23:50.400,2016-04-22 16:23:50.400,2016-04-22 16:24:03.200,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:24:03.200,2016-04-22 16:24:03.200,2016-04-22 16:24:16.000,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:24:16.000,2016-04-22 16:24:16.000,2016-04-22 16:24:28.800,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:24:28.800,2016-04-22 16:24:28.800,2016-04-22 16:24:41.600,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:24:41.600,2016-04-22 16:24:41.600,2016-04-22 16:24:54.400,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:24:54.400,2016-04-22 16:24:54.400,2016-04-22 16:25:07.200,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:25:07.200,2016-04-22 16:25:07.200,2016-04-22 16:25:20.000,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:25:20.000,2016-04-22 16:25:20.000,2016-04-22 16:25:32.800,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:25:32.800,2016-04-22 16:25:32.800,2016-04-22 16:25:45.600,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:25:45.600,2016-04-22 16:25:45.600,2016-04-22 16:25:58.400,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
2016-04-22 16:25:58.400,2016-04-22 16:25:58.400,2016-04-22 16:26:11.200,SPADES_43,biking outdoors,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
